Handling Time Coefficients
 'ConLevel' = Constraint Percentage, 'Window'of 0.1 = 2hrs24min
Prey with no 'N' are matched to other species by taxonomy only
"Pred","Prey","N","ConLevel","Window","Type","logIntC","logPredSizeC","logPreySizeC","logTempC","IntC","PredSizeC","PreySizeC","TempC","R2","Sigma","Pvalue"
"Haustrum scobina","Aulacomya atra maoriana",NA,0.2,0.1,"Weighted",3.214235,-0.368209,0.774828,-0.096626,24.884253,0.691973,2.17022,0.907895,0.577729753384543,0.424876313019838,0.0292302431592184
"Haustrum scobina","Aulacomya atra maoriana",NA,0.3,0.1,"Unweighted",3.745549,-0.442969,0.926384,-0.354354,42.332247,0.642127,2.525362,0.701626,0.457874157588161,0.225837544132012,0.0936451746487319
"Haustrum scobina","Aulacomya atra maoriana",NA,0.3,0.1,"Weighted",3.214235,-0.368209,0.774828,-0.096626,24.884253,0.691973,2.17022,0.907895,0.577729753384543,0.424876313019838,0.0292302431592184
"Haustrum scobina","Aulacomya atra maoriana",NA,0.5,0.1,"Unweighted",2.982932,-0.629691,1.127055,-0.120619,19.745619,0.532756,3.086553,0.886372,0.647272490137203,0.242023359735895,0.00289533596735092
"Haustrum scobina","Aulacomya atra maoriana",NA,0.5,0.1,"Weighted",2.657136,-0.538932,0.955196,0.0786,14.255404,0.583371,2.599181,1.081771,0.671973687237214,0.420727117302267,0.00183390887397461
"Haustrum scobina","Aulacomya atra maoriana",NA,0.8,0.1,"Unweighted",2.982932,-0.629691,1.127055,-0.120619,19.745619,0.532756,3.086553,0.886372,0.647272490137203,0.242023359735895,0.00289533596735092
"Haustrum scobina","Aulacomya atra maoriana",NA,0.8,0.1,"Weighted",2.657136,-0.538932,0.955196,0.0786,14.255404,0.583371,2.599181,1.081771,0.671973687237214,0.420727117302267,0.00183390887397461
"Haustrum scobina","Austrolittorina antipodum",NA,0.1,0.1,"Unweighted",5.281805,-0.496863,0.847156,-0.833805,196.724724,0.608436,2.333001,0.434393,0.468497149467849,0.308711442878405,0.00641820840160257
"Haustrum scobina","Austrolittorina antipodum",NA,0.1,0.1,"Weighted",5.239944,-0.504758,0.841316,-0.806292,188.659501,0.603652,2.319418,0.446511,0.45963671933227,0.987925993158988,0.00745110050309927
"Haustrum scobina","Austrolittorina antipodum",NA,0.2,0.1,"Unweighted",5.969045,-0.634522,0.990613,-1.030661,391.131787,0.530189,2.692885,0.356771,0.581865679636661,0.311159166676537,0.000207441778778961
"Haustrum scobina","Austrolittorina antipodum",NA,0.2,0.1,"Weighted",5.438437,-0.544302,0.883769,-0.863984,230.082392,0.580247,2.420004,0.42148,0.491814495538321,0.941350353298693,0.00164941602049273
"Haustrum scobina","Austrolittorina antipodum",NA,0.3,0.1,"Unweighted",5.287724,-0.4691,0.984742,-0.915759,197.892512,0.625565,2.677122,0.400213,0.515219023406111,0.335451850150237,0.000711018747768355
"Haustrum scobina","Austrolittorina antipodum",NA,0.3,0.1,"Weighted",5.261101,-0.503187,0.881928,-0.832187,192.693529,0.604601,2.415553,0.435097,0.472495486845188,0.946669486883497,0.00180987799388133
"Haustrum scobina","Austrolittorina antipodum",NA,0.5,0.1,"Unweighted",5.162868,-0.480998,1.017971,-0.872405,174.66474,0.618166,2.767574,0.417945,0.515674791368586,0.325208681400064,0.000353523317351501
"Haustrum scobina","Austrolittorina antipodum",NA,0.5,0.1,"Weighted",5.198044,-0.494898,0.892098,-0.820412,180.918058,0.609633,2.440243,0.44025,0.472557033497007,0.912775862937465,0.000988581123645194
"Haustrum scobina","Austrolittorina antipodum",NA,0.8,0.1,"Unweighted",4.870811,-0.269414,0.874777,-0.890095,130.426593,0.763827,2.39834,0.410617,0.485245380672588,0.352662281617130,5.85982839891308e-05
"Haustrum scobina","Austrolittorina antipodum",NA,0.8,0.1,"Weighted",5.134665,-0.42312,0.858758,-0.84952,169.807344,0.655,2.360228,0.42762,0.479938121761524,0.85342003655996,6.9065449218364e-05
"Haustrum scobina","Balanus sp",NA,0.1,0.1,"Unweighted",8.440491,-0.765237,1.081881,-1.657046,4630.826192,0.465224,2.950224,0.190701,0.679698922736386,0.314962834210932,8.24706467561498e-08
"Haustrum scobina","Balanus sp",NA,0.1,0.1,"Weighted",8.655481,-0.750605,1.111398,-1.75928,5741.529932,0.472081,3.038605,0.172169,0.694800470022935,2.84254817977459,3.94058654595852e-08
"Haustrum scobina","Balanus sp",NA,0.2,0.1,"Unweighted",8.9516,-0.922196,1.106537,-1.704052,7720.230973,0.397645,3.023869,0.181945,0.701350972099644,0.317845836534613,1.56810768814353e-08
"Haustrum scobina","Balanus sp",NA,0.2,0.1,"Weighted",8.682548,-0.758757,1.113051,-1.761945,5899.055649,0.468248,3.043632,0.171711,0.695630202513215,2.80127280632437,2.11635802216392e-08
"Haustrum scobina","Balanus sp",NA,0.3,0.1,"Unweighted",8.9516,-0.922196,1.106537,-1.704052,7720.230973,0.397645,3.023869,0.181945,0.701350972099644,0.317845836534613,1.56810768814353e-08
"Haustrum scobina","Balanus sp",NA,0.3,0.1,"Weighted",8.682548,-0.758757,1.113051,-1.761945,5899.055649,0.468248,3.043632,0.171711,0.695630202513215,2.80127280632437,2.11635802216392e-08
"Haustrum scobina","Balanus sp",NA,0.5,0.1,"Unweighted",8.442205,-0.797918,1.00105,-1.592946,4638.772867,0.450266,2.721139,0.203326,0.628691643043616,0.349415254239679,3.00518591900278e-07
"Haustrum scobina","Balanus sp",NA,0.5,0.1,"Weighted",8.666667,-0.754758,1.109953,-1.758768,5806.112976,0.470124,3.034216,0.172257,0.693576025080146,2.76794504186747,1.32169084565703e-08
"Haustrum scobina","Balanus sp",NA,0.8,0.1,"Unweighted",8.442205,-0.797918,1.00105,-1.592946,4638.772867,0.450266,2.721139,0.203326,0.628691643043616,0.349415254239679,3.00518591900278e-07
"Haustrum scobina","Balanus sp",NA,0.8,0.1,"Weighted",8.666667,-0.754758,1.109953,-1.758768,5806.112976,0.470124,3.034216,0.172257,0.693576025080146,2.76794504186747,1.32169084565703e-08
"Haustrum scobina","Calantica spinosa",NA,0.1,0.1,"Unweighted",5.993518,-1.293339,1.55539,-1.033364,400.822254,0.274353,4.736935,0.355808,0.786906583925436,0.298182450197159,0.000248212590232111
"Haustrum scobina","Calantica spinosa",NA,0.1,0.1,"Weighted",6.269993,-1.373758,1.519869,-1.045402,528.473838,0.253154,4.571624,0.35155,0.726163927397098,1.06730300769852,0.00108145088517453
"Haustrum scobina","Calantica spinosa",NA,0.2,0.1,"Unweighted",6.339913,-1.029686,1.362453,-1.2388,566.746903,0.357119,3.905763,0.289732,0.765735457490571,0.286608758925218,8.0856380080263e-07
"Haustrum scobina","Calantica spinosa",NA,0.2,0.1,"Weighted",6.604841,-1.152249,1.386474,-1.253104,738.662066,0.315925,4.00072,0.285617,0.709053118558517,0.89341508277167,7.60375776831523e-06
"Haustrum scobina","Calantica spinosa",NA,0.3,0.1,"Unweighted",5.631556,-0.805012,1.223574,-1.065012,279.09606,0.447083,3.399314,0.344724,0.727199780878305,0.280007326681412,1.67556382546508e-07
"Haustrum scobina","Calantica spinosa",NA,0.3,0.1,"Weighted",6.380626,-1.083303,1.34059,-1.195358,590.296978,0.338476,3.821297,0.302596,0.698414358292531,0.821725216998607,6.06167522287926e-07
"Haustrum scobina","Calantica spinosa",NA,0.5,0.1,"Unweighted",5.698689,-0.742289,1.185704,-1.11428,298.475727,0.476023,3.27299,0.328152,0.711783810117203,0.262979336423229,4.86790896481182e-09
"Haustrum scobina","Calantica spinosa",NA,0.5,0.1,"Weighted",6.314511,-1.039786,1.31857,-1.191341,552.531677,0.35353,3.738072,0.303814,0.694663078675852,0.73795041005775,1.24731602824113e-08
"Haustrum scobina","Calantica spinosa",NA,0.8,0.1,"Unweighted",6.121298,-1.044442,1.245773,-1.046762,455.455612,0.351888,3.47562,0.351073,0.727290393385566,0.265318785925554,1.20948806525689e-11
"Haustrum scobina","Calantica spinosa",NA,0.8,0.1,"Weighted",6.351298,-1.105903,1.326345,-1.151782,573.236483,0.330912,3.767248,0.316073,0.701248650531998,0.679867638520652,7.71223085394013e-11
"Haustrum scobina","Calantica villosa",NA,0.1,0.1,"Unweighted",5.993518,-1.293339,1.55539,-1.033364,400.822254,0.274353,4.736935,0.355808,0.786906583925436,0.298182450197159,0.000248212590232111
"Haustrum scobina","Calantica villosa",NA,0.1,0.1,"Weighted",6.269993,-1.373758,1.519869,-1.045402,528.473838,0.253154,4.571624,0.35155,0.726163927397098,1.06730300769852,0.00108145088517453
"Haustrum scobina","Calantica villosa",NA,0.2,0.1,"Unweighted",6.339913,-1.029686,1.362453,-1.2388,566.746903,0.357119,3.905763,0.289732,0.765735457490571,0.286608758925218,8.0856380080263e-07
"Haustrum scobina","Calantica villosa",NA,0.2,0.1,"Weighted",6.604841,-1.152249,1.386474,-1.253104,738.662066,0.315925,4.00072,0.285617,0.709053118558517,0.89341508277167,7.60375776831523e-06
"Haustrum scobina","Calantica villosa",NA,0.3,0.1,"Unweighted",5.631556,-0.805012,1.223574,-1.065012,279.09606,0.447083,3.399314,0.344724,0.727199780878305,0.280007326681412,1.67556382546508e-07
"Haustrum scobina","Calantica villosa",NA,0.3,0.1,"Weighted",6.380626,-1.083303,1.34059,-1.195358,590.296978,0.338476,3.821297,0.302596,0.698414358292531,0.821725216998607,6.06167522287926e-07
"Haustrum scobina","Calantica villosa",NA,0.5,0.1,"Unweighted",5.698689,-0.742289,1.185704,-1.11428,298.475727,0.476023,3.27299,0.328152,0.711783810117203,0.262979336423229,4.86790896481182e-09
"Haustrum scobina","Calantica villosa",NA,0.5,0.1,"Weighted",6.314511,-1.039786,1.31857,-1.191341,552.531677,0.35353,3.738072,0.303814,0.694663078675852,0.73795041005775,1.24731602824113e-08
"Haustrum scobina","Calantica villosa",NA,0.8,0.1,"Unweighted",6.121298,-1.044442,1.245773,-1.046762,455.455612,0.351888,3.47562,0.351073,0.727290393385566,0.265318785925554,1.20948806525689e-11
"Haustrum scobina","Calantica villosa",NA,0.8,0.1,"Weighted",6.351298,-1.105903,1.326345,-1.151782,573.236483,0.330912,3.767248,0.316073,0.701248650531998,0.679867638520652,7.71223085394013e-11
"Haustrum scobina","Cellana denticulata",NA,0.1,0.1,"Unweighted",8.883594,-3.461329,2.655615,-0.784458,7212.665612,0.031388,14.233744,0.456367,0.77958718386011,0.499667845271002,1.86338780661099e-06
"Haustrum scobina","Cellana denticulata",NA,0.1,0.1,"Weighted",9.266961,-3.533369,2.705553,-0.877887,10582.540094,0.029206,14.962591,0.41566,0.792320325410973,1.62980504089582,1.06635750407591e-06
"Haustrum scobina","Cellana denticulata",NA,0.2,0.1,"Unweighted",8.605046,-3.709219,2.763173,-0.453002,5459.139662,0.024497,15.850061,0.635717,0.733256758702012,0.566489211390833,5.87218666292522e-06
"Haustrum scobina","Cellana denticulata",NA,0.2,0.1,"Weighted",9.156149,-3.642324,2.753125,-0.736805,9472.505982,0.026191,15.691592,0.478641,0.770994063207711,1.70576468098788,1.30606822423829e-06
"Haustrum scobina","Cellana denticulata",NA,0.3,0.1,"Unweighted",9.114931,-3.791523,2.778616,-0.553779,9090.010547,0.022561,16.096723,0.574773,0.762164414263307,0.524728906146982,1.16606807543107e-07
"Haustrum scobina","Cellana denticulata",NA,0.3,0.1,"Weighted",9.361491,-3.677213,2.755118,-0.772342,11631.715171,0.025293,15.722894,0.46193,0.783756150212948,1.56930637552902,3.76884372599307e-08
"Haustrum scobina","Cellana denticulata",NA,0.5,0.1,"Unweighted",9.661374,-3.667756,2.65796,-0.800661,15699.334379,0.025534,14.267153,0.449032,0.745303845954142,0.532285172504804,2.46520504010306e-09
"Haustrum scobina","Cellana denticulata",NA,0.5,0.1,"Weighted",9.352439,-3.569357,2.676534,-0.836787,11526.900279,0.028174,14.534623,0.4331,0.774562427845661,1.44960859381896,3.7855230061723e-10
"Haustrum scobina","Cellana denticulata",NA,0.8,0.1,"Unweighted",8.908955,-3.223922,2.364042,-0.76424,7397.927196,0.039799,10.633843,0.465688,0.61620283125121,0.611640389174144,1.23384467087817e-08
"Haustrum scobina","Cellana denticulata",NA,0.8,0.1,"Weighted",9.496073,-3.456193,2.531768,-0.887907,13307.363837,0.03155,12.575718,0.411516,0.71675746460114,1.45309807588252,2.61231036802201e-11
"Haustrum scobina","Chamaesipho brunnea",NA,0.1,0.1,"Unweighted",8.440491,-0.765237,1.081881,-1.657046,4630.826192,0.465224,2.950224,0.190701,0.679698922736386,0.314962834210932,8.24706467561498e-08
"Haustrum scobina","Chamaesipho brunnea",NA,0.1,0.1,"Weighted",8.655481,-0.750605,1.111398,-1.75928,5741.529932,0.472081,3.038605,0.172169,0.694800470022935,2.84254817977459,3.94058654595852e-08
"Haustrum scobina","Chamaesipho brunnea",NA,0.2,0.1,"Unweighted",8.9516,-0.922196,1.106537,-1.704052,7720.230973,0.397645,3.023869,0.181945,0.701350972099644,0.317845836534613,1.56810768814353e-08
"Haustrum scobina","Chamaesipho brunnea",NA,0.2,0.1,"Weighted",8.682548,-0.758757,1.113051,-1.761945,5899.055649,0.468248,3.043632,0.171711,0.695630202513215,2.80127280632437,2.11635802216392e-08
"Haustrum scobina","Chamaesipho brunnea",NA,0.3,0.1,"Unweighted",8.9516,-0.922196,1.106537,-1.704052,7720.230973,0.397645,3.023869,0.181945,0.701350972099644,0.317845836534613,1.56810768814353e-08
"Haustrum scobina","Chamaesipho brunnea",NA,0.3,0.1,"Weighted",8.682548,-0.758757,1.113051,-1.761945,5899.055649,0.468248,3.043632,0.171711,0.695630202513215,2.80127280632437,2.11635802216392e-08
"Haustrum scobina","Chamaesipho brunnea",NA,0.5,0.1,"Unweighted",8.442205,-0.797918,1.00105,-1.592946,4638.772867,0.450266,2.721139,0.203326,0.628691643043616,0.349415254239679,3.00518591900278e-07
"Haustrum scobina","Chamaesipho brunnea",NA,0.5,0.1,"Weighted",8.666667,-0.754758,1.109953,-1.758768,5806.112976,0.470124,3.034216,0.172257,0.693576025080146,2.76794504186747,1.32169084565703e-08
"Haustrum scobina","Chamaesipho brunnea",NA,0.8,0.1,"Unweighted",8.442205,-0.797918,1.00105,-1.592946,4638.772867,0.450266,2.721139,0.203326,0.628691643043616,0.349415254239679,3.00518591900278e-07
"Haustrum scobina","Chamaesipho brunnea",NA,0.8,0.1,"Weighted",8.666667,-0.754758,1.109953,-1.758768,5806.112976,0.470124,3.034216,0.172257,0.693576025080146,2.76794504186747,1.32169084565703e-08
"Haustrum scobina","Chamaesipho columna",NA,0.1,0.1,"Unweighted",8.440491,-0.765237,1.081881,-1.657046,4630.826192,0.465224,2.950224,0.190701,0.679698922736386,0.314962834210932,8.24706467561498e-08
"Haustrum scobina","Chamaesipho columna",NA,0.1,0.1,"Weighted",8.655481,-0.750605,1.111398,-1.75928,5741.529932,0.472081,3.038605,0.172169,0.694800470022935,2.84254817977459,3.94058654595852e-08
"Haustrum scobina","Chamaesipho columna",NA,0.2,0.1,"Unweighted",8.9516,-0.922196,1.106537,-1.704052,7720.230973,0.397645,3.023869,0.181945,0.701350972099644,0.317845836534613,1.56810768814353e-08
"Haustrum scobina","Chamaesipho columna",NA,0.2,0.1,"Weighted",8.682548,-0.758757,1.113051,-1.761945,5899.055649,0.468248,3.043632,0.171711,0.695630202513215,2.80127280632437,2.11635802216392e-08
"Haustrum scobina","Chamaesipho columna",NA,0.3,0.1,"Unweighted",8.9516,-0.922196,1.106537,-1.704052,7720.230973,0.397645,3.023869,0.181945,0.701350972099644,0.317845836534613,1.56810768814353e-08
"Haustrum scobina","Chamaesipho columna",NA,0.3,0.1,"Weighted",8.682548,-0.758757,1.113051,-1.761945,5899.055649,0.468248,3.043632,0.171711,0.695630202513215,2.80127280632437,2.11635802216392e-08
"Haustrum scobina","Chamaesipho columna",NA,0.5,0.1,"Unweighted",8.442205,-0.797918,1.00105,-1.592946,4638.772867,0.450266,2.721139,0.203326,0.628691643043616,0.349415254239679,3.00518591900278e-07
"Haustrum scobina","Chamaesipho columna",NA,0.5,0.1,"Weighted",8.666667,-0.754758,1.109953,-1.758768,5806.112976,0.470124,3.034216,0.172257,0.693576025080146,2.76794504186747,1.32169084565703e-08
"Haustrum scobina","Chamaesipho columna",NA,0.8,0.1,"Unweighted",8.442205,-0.797918,1.00105,-1.592946,4638.772867,0.450266,2.721139,0.203326,0.628691643043616,0.349415254239679,3.00518591900278e-07
"Haustrum scobina","Chamaesipho columna",NA,0.8,0.1,"Weighted",8.666667,-0.754758,1.109953,-1.758768,5806.112976,0.470124,3.034216,0.172257,0.693576025080146,2.76794504186747,1.32169084565703e-08
"Haustrum scobina","Chiton glaucus",NA,0.1,0.1,"Unweighted",10.821332,-2.593856,1.643902,-1.156379,50077.746083,0.074731,5.175323,0.314623,0.832480894074593,0.353155896753459,4.33462754578784e-09
"Haustrum scobina","Chiton glaucus",NA,0.1,0.1,"Weighted",10.761401,-2.579389,1.649329,-1.157649,47164.68018,0.07582,5.203488,0.314224,0.826707897201025,1.16990943018538,6.37968133876399e-09
"Haustrum scobina","Chiton glaucus",NA,0.2,0.1,"Unweighted",10.804797,-2.588233,1.647222,-1.160968,49256.513141,0.075153,5.192534,0.313183,0.833061689864246,0.345808034482404,1.73609593367985e-09
"Haustrum scobina","Chiton glaucus",NA,0.2,0.1,"Weighted",10.750678,-2.575843,1.651529,-1.160532,46661.664984,0.07609,5.214948,0.313319,0.827077507124502,1.14543477414181,2.64055877163827e-09
"Haustrum scobina","Chiton glaucus",NA,0.3,0.1,"Unweighted",10.804797,-2.588233,1.647222,-1.160968,49256.513141,0.075153,5.192534,0.313183,0.833061689864246,0.345808034482404,1.73609593367985e-09
"Haustrum scobina","Chiton glaucus",NA,0.3,0.1,"Weighted",10.750678,-2.575843,1.651529,-1.160532,46661.664984,0.07609,5.214948,0.313319,0.827077507124502,1.14543477414181,2.64055877163827e-09
"Haustrum scobina","Chiton glaucus",NA,0.5,0.1,"Unweighted",10.280292,-2.706009,1.786641,-0.926097,29152.39497,0.066803,5.96937,0.396097,0.824855665027932,0.340371263482339,1.40509825996560e-12
"Haustrum scobina","Chiton glaucus",NA,0.5,0.1,"Weighted",10.697396,-2.617701,1.673657,-1.103512,44240.52385,0.07297,5.331629,0.331704,0.825112664806095,1.02138207132938,1.37168054692438e-12
"Haustrum scobina","Chiton glaucus",NA,0.8,0.1,"Unweighted",10.58133,-2.541013,1.456911,-0.954053,39392.474,0.078787,4.292678,0.385177,0.754079443064404,0.360470722243487,3.7159164634204e-13
"Haustrum scobina","Chiton glaucus",NA,0.8,0.1,"Weighted",10.829102,-2.583024,1.57633,-1.108914,50468.376017,0.075545,4.837169,0.329917,0.806831590731424,0.947498410018428,2.10942374678780e-15
"Haustrum scobina","Notoacmea 2spokes",NA,0.1,0.1,"Unweighted",0.636498,-1.849637,3.325321,0.389011,1.889852,0.157294,27.807933,1.475521,0.639985737977162,0.363531723723019,0.087113704210716
"Haustrum scobina","Notoacmea 2spokes",NA,0.1,0.1,"Weighted",0.276182,-1.794739,3.408661,0.411132,1.318087,0.166171,30.224749,1.508525,0.629699111224985,1.25106168290348,0.0942858137020434
"Haustrum scobina","Notoacmea 2spokes",NA,0.2,0.1,"Unweighted",1.637618,-1.561589,2.955806,-0.005677,5.142903,0.209803,19.217202,0.994339,0.516458255688255,0.39174938050578,0.144253859128678
"Haustrum scobina","Notoacmea 2spokes",NA,0.2,0.1,"Weighted",1.081553,-1.503179,3.09147,0.048292,2.949256,0.222422,22.009401,1.049477,0.526955074816008,1.31454562363988,0.134479063258008
"Haustrum scobina","Notoacmea 2spokes",NA,0.3,0.1,"Unweighted",3.130272,-1.216754,2.887016,-0.794042,22.880199,0.29619,17.939691,0.452014,0.279775692392146,0.538397652891504,0.288123583157933
"Haustrum scobina","Notoacmea 2spokes",NA,0.3,0.1,"Weighted",1.281815,-1.227272,3.043246,-0.249662,3.603174,0.293091,20.973215,0.779064,0.405977420845124,1.31439184757859,0.113128287313988
"Haustrum scobina","Notoacmea 2spokes",NA,0.5,0.1,"Unweighted",1.914972,-0.865932,2.982836,-0.715817,6.786749,0.420659,19.743738,0.488793,0.341012118874523,0.509685321491514,0.0761975577409091
"Haustrum scobina","Notoacmea 2spokes",NA,0.5,0.1,"Weighted",1.018588,-1.166832,3.118478,-0.247935,2.769282,0.311352,22.611937,0.78041,0.430823325317775,1.18017487216660,0.0258077351995859
"Haustrum scobina","Notoacmea 2spokes",NA,0.8,0.1,"Unweighted",2.605229,-0.889523,2.187233,-0.432836,13.534321,0.410852,8.910524,0.648667,0.233714217601698,0.447435617231758,0.070344062125462
"Haustrum scobina","Notoacmea 2spokes",NA,0.8,0.1,"Weighted",1.294133,-1.227593,2.92482,-0.161542,3.647833,0.292997,18.630863,0.850831,0.394683795488839,0.96711124610761,0.00405208714245675
"Haustrum scobina","Notoacmea Net",NA,0.1,0.1,"Unweighted",0.636498,-1.849637,3.325321,0.389011,1.889852,0.157294,27.807933,1.475521,0.639985737977162,0.363531723723019,0.087113704210716
"Haustrum scobina","Notoacmea Net",NA,0.1,0.1,"Weighted",0.276182,-1.794739,3.408661,0.411132,1.318087,0.166171,30.224749,1.508525,0.629699111224985,1.25106168290348,0.0942858137020434
"Haustrum scobina","Notoacmea Net",NA,0.2,0.1,"Unweighted",1.637618,-1.561589,2.955806,-0.005677,5.142903,0.209803,19.217202,0.994339,0.516458255688255,0.39174938050578,0.144253859128678
"Haustrum scobina","Notoacmea Net",NA,0.2,0.1,"Weighted",1.081553,-1.503179,3.09147,0.048292,2.949256,0.222422,22.009401,1.049477,0.526955074816008,1.31454562363988,0.134479063258008
"Haustrum scobina","Notoacmea Net",NA,0.3,0.1,"Unweighted",3.130272,-1.216754,2.887016,-0.794042,22.880199,0.29619,17.939691,0.452014,0.279775692392146,0.538397652891504,0.288123583157933
"Haustrum scobina","Notoacmea Net",NA,0.3,0.1,"Weighted",1.281815,-1.227272,3.043246,-0.249662,3.603174,0.293091,20.973215,0.779064,0.405977420845124,1.31439184757859,0.113128287313988
"Haustrum scobina","Notoacmea Net",NA,0.5,0.1,"Unweighted",1.914972,-0.865932,2.982836,-0.715817,6.786749,0.420659,19.743738,0.488793,0.341012118874523,0.509685321491514,0.0761975577409091
"Haustrum scobina","Notoacmea Net",NA,0.5,0.1,"Weighted",1.018588,-1.166832,3.118478,-0.247935,2.769282,0.311352,22.611937,0.78041,0.430823325317775,1.18017487216660,0.0258077351995859
"Haustrum scobina","Notoacmea Net",NA,0.8,0.1,"Unweighted",2.605229,-0.889523,2.187233,-0.432836,13.534321,0.410852,8.910524,0.648667,0.233714217601698,0.447435617231758,0.070344062125462
"Haustrum scobina","Notoacmea Net",NA,0.8,0.1,"Weighted",1.294133,-1.227593,2.92482,-0.161542,3.647833,0.292997,18.630863,0.850831,0.394683795488839,0.96711124610761,0.00405208714245675
"Haustrum scobina","Notoacmea Radialspokes",NA,0.1,0.1,"Unweighted",8.337295,-1.844779,1.237346,-1.317629,4176.775414,0.15806,3.446456,0.267769,0.434780136793244,0.689552212372198,1.55196817175351e-07
"Haustrum scobina","Notoacmea Radialspokes",NA,0.1,0.1,"Weighted",8.426426,-1.952691,1.390736,-1.333592,4566.149891,0.141892,4.017806,0.263529,0.477032966076768,2.07550140973236,1.57535062772496e-08
"Haustrum scobina","Notoacmea Radialspokes",NA,0.2,0.1,"Unweighted",8.610812,-1.904954,1.316079,-1.394579,5490.703111,0.148829,3.728773,0.247937,0.471993140036737,0.686772432675605,1.53066874730712e-08
"Haustrum scobina","Notoacmea Radialspokes",NA,0.2,0.1,"Weighted",8.623923,-1.99769,1.447941,-1.387634,5563.167879,0.135648,4.254347,0.249665,0.505641757901689,2.06517672598264,2.12165596202851e-09
"Haustrum scobina","Notoacmea Radialspokes",NA,0.3,0.1,"Unweighted",9.679434,-1.822993,1.217629,-1.804849,15985.449118,0.161541,3.379167,0.164499,0.457469569495755,0.735481209507194,1.90102558139671e-08
"Haustrum scobina","Notoacmea Radialspokes",NA,0.3,0.1,"Weighted",8.965562,-1.951813,1.340902,-1.492922,7828.779342,0.142016,3.82249,0.224715,0.492069049108688,2.11601240102224,2.46790943236874e-09
"Haustrum scobina","Notoacmea Radialspokes",NA,0.5,0.1,"Unweighted",9.737042,-1.817025,1.100622,-1.753739,16933.379295,0.162508,3.006036,0.173125,0.452059961079727,0.738209543757041,1.43693178467075e-08
"Haustrum scobina","Notoacmea Radialspokes",NA,0.5,0.1,"Weighted",9.021909,-1.938146,1.245122,-1.465332,8282.572208,0.143971,3.47336,0.231001,0.485843325378577,2.12306115188335,1.87894932945909e-09
"Haustrum scobina","Notoacmea Radialspokes",NA,0.8,0.1,"Unweighted",10.12733,-1.803352,1.164076,-1.948772,25017.490884,0.164746,3.202963,0.142449,0.476015839717583,0.728073230993471,9.72552260947168e-10
"Haustrum scobina","Notoacmea Radialspokes",NA,0.8,0.1,"Weighted",9.136391,-1.926839,1.269469,-1.534577,9287.188396,0.145608,3.558962,0.215547,0.492649344406409,2.07605007705912,3.24797522210929e-10
"Haustrum scobina","Siphonaria australis",NA,0.1,0.1,"Unweighted",9.089272,-2.278832,2.725519,-2.040491,8859.73324,0.102404,15.264331,0.129965,0.555739812942256,0.621126793860426,3.86721956511238e-05
"Haustrum scobina","Siphonaria australis",NA,0.1,0.1,"Weighted",6.619733,-1.561368,2.635447,-1.983801,749.745144,0.209849,13.949547,0.137545,0.709727314469173,2.31206759961707,1.11563735694098e-07
"Haustrum scobina","Siphonaria australis",NA,0.2,0.1,"Unweighted",9.242266,-2.470146,2.922173,-2.008965,10324.406517,0.084572,18.581631,0.134127,0.593970186365227,0.612762615558117,4.73565969749679e-06
"Haustrum scobina","Siphonaria australis",NA,0.2,0.1,"Weighted",6.680232,-1.638316,2.709216,-1.964328,796.503887,0.194307,15.01749,0.14025,0.711471933210668,2.27062939565575,3.05794058963471e-08
"Haustrum scobina","Siphonaria australis",NA,0.3,0.1,"Unweighted",9.191096,-2.526686,3.027912,-1.99336,9809.39474,0.079923,20.654066,0.136237,0.582459243763087,0.633841502964833,4.68302880562987e-06
"Haustrum scobina","Siphonaria australis",NA,0.3,0.1,"Weighted",6.667862,-1.652724,2.729249,-1.954969,786.712074,0.191527,15.321378,0.141569,0.707287433196325,2.26675423579242,2.07920652917082e-08
"Haustrum scobina","Siphonaria australis",NA,0.5,0.1,"Unweighted",8.604766,-2.389196,2.894733,-1.81331,5457.609726,0.091703,18.078668,0.163113,0.532542788852414,0.654138622955707,5.98048250077809e-06
"Haustrum scobina","Siphonaria australis",NA,0.5,0.1,"Weighted",6.565639,-1.642541,2.726306,-1.922165,710.265742,0.193488,15.276347,0.14629,0.696957568832362,2.18894228624405,3.43589268148037e-09
"Haustrum scobina","Siphonaria australis",NA,0.8,0.1,"Unweighted",7.936001,-2.093079,2.497836,-1.565969,2796.156959,0.123307,12.156158,0.208885,0.477296703848137,0.599728686622514,3.65181297201644e-07
"Haustrum scobina","Siphonaria australis",NA,0.8,0.1,"Weighted",6.362488,-1.595852,2.686512,-1.859688,579.686929,0.202736,14.680378,0.155721,0.678595605616627,1.91268238873684,2.25863772129742e-12
